secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,35,71,0.0019,6.696,0,88,157.6,-1.66641900,53.79856300,0,0,11,0,-255,0,0,0,0,0,0,0,0
2,45,71,0.0041,7.452,0,151,157.6,-1.66642100,53.79854200,0,0,11,0,-255,0,0,0,0,0,0,0,0
3,52,71,0.008,9.5868,0,298,157.6,-1.66642000,53.79850700,0,0,11,0,-255,0,0,0,0,0,0,0,0
4,56,71,0.011,9.9252,0,316,157.6,-1.66641800,53.79848100,0,0,11,0,-255,0,0,0,0,0,0,0,0
5,61,71,0.0134,9.684,0,333,157.6,-1.66641800,53.79845900,0,0,11,0,-255,0,0,0,0,0,0,0,0
6,64,71,0.0184,11.8872,0,351,157.6,-1.66641300,53.79841400,0,0,11,0,-255,0,0,0,0,0,0,0,0
7,66,71,0.0231,13.6512,0,345,157.6,-1.66640700,53.79837100,0,0,11,0,-255,0,0,0,0,0,0,0,0
8,68,71,0.0271,13.752,0,345,157.6,-1.66640200,53.79833500,0,0,11,0,-255,0,0,0,0,0,0,0,0
9,70,71,0.0327,15.5808,0,360,157.6,-1.66639700,53.79828600,0,0,11,0,-255,0,0,0,0,0,0,0,0
10,70,71,0.0376,17.4024,0,370,157.6,-1.66639100,53.79824100,0,0,11,0,-255,0,0,0,0,0,0,0,0
11,71,71,0.0423,17.2152,0,367,157.6,-1.66638500,53.79819900,0,0,11,0,-255,0,0,0,0,0,0,0,0
12,72,70,0.0471,17.3016,0,358,157.6,-1.66637300,53.79815700,0,0,11,0,-255,0,0,0,0,0,0,0,0
13,73,69,0.0527,18.432,0,358,157.6,-1.66636600,53.79810800,0,0,10,0,-255,0,0,0,0,0,0,0,0
14,73,69,0.0571,17.5608,0,378,157.6,-1.66636000,53.79806800,0,0,11,0,-255,0,0,0,0,0,0,0,0
15,73,69,0.0623,17.748,0,382,157.6,-1.66635400,53.79802200,0,0,11,0,-255,0,0,0,0,0,0,0,0
16,69,69,0.0673,17.9928,0,385,157.6,-1.66634900,53.79797600,0,0,11,0,-255,0,0,0,0,0,0,0,0
17,53,69,0.0716,17.6328,0,374,157.6,-1.66634300,53.79793600,0,0,11,0,-255,0,0,0,0,0,0,0,0
18,38,69,0.0754,16.3872,0,363,157.6,-1.66633500,53.79790300,0,0,11,0,-255,0,0,0,0,0,0,0,0
19,22,69,0.0785,15.4296,0,352,157.6,-1.66632400,53.79787500,0,0,11,0,-255,0,0,0,0,0,0,0,0
20,16,69,0.0803,13.0032,0,207,157.6,-1.66632200,53.79786100,0,0,11,0,-255,0,0,0,0,0,0,0,0
21,20,69,0.0813,10.1304,0,180,157.6,-1.66632400,53.79785000,0,0,11,0,-255,0,0,0,0,0,0,0,0
22,23,69,0.0827,7.956,0,97,157.6,-1.66633200,53.79784100,0,0,11,0,-255,0,0,0,0,0,0,0,0
23,41,69,0.0847,6.6672,0,103,157.6,-1.66635500,53.79782700,0,0,11,0,-255,0,0,0,0,0,0,0,0
24,51,69,0.0875,6.48,0,281,157.6,-1.66639300,53.79781900,0,0,11,0,-255,0,0,0,0,0,0,0,0
25,59,69,0.0908,7.5168,0,306,157.6,-1.66644100,53.79781200,0,0,11,0,-255,0,0,0,0,0,0,0,0
26,70,69,0.0952,9.9648,0,296,157.6,-1.66650800,53.79780700,0,0,11,0,-255,0,0,0,0,0,0,0,0
27,73,69,0.0998,12.3624,0,267,157.6,-1.66657800,53.79781100,0,0,11,0,-255,0,0,0,0,0,0,0,0
28,75,69,0.1052,14.7168,0,283,157.6,-1.66665800,53.79781900,0,0,11,0,-255,0,0,0,0,0,0,0,0
29,77,71,0.1108,16.776,0,201,157.6,-1.66674200,53.79782700,0,0,11,0,-255,0,0,0,0,0,0,0,0
30,71,74,0.1164,18.4608,0,146,157.6,-1.66682600,53.79783500,0,0,11,0,-255,0,0,0,0,0,0,0,0
31,78,74,0.122,19.332,0,95,157.6,-1.66691000,53.79784500,0,0,11,0,-255,0,0,0,0,0,0,0,0
32,81,74,0.1276,20.0016,0,78,157.6,-1.66699300,53.79785400,0,0,11,0,-255,0,0,0,0,0,0,0,0
33,83,74,0.1334,20.3184,0,161,157.6,-1.66707900,53.79786400,0,0,12,0,-255,0,0,0,0,0,0,0,0
34,78,74,0.1393,20.5416,0,167,157.6,-1.66716800,53.79787200,0,0,12,0,-255,0,0,0,0,0,0,0,0
35,78,74,0.1457,21.0888,0,181,157.6,-1.66726400,53.79788100,0,0,12,0,-255,0,0,0,0,0,0,0,0
36,80,74,0.152,21.564,0,196,157.6,-1.66735800,53.79789100,0,0,12,0,-255,0,0,0,0,0,0,0,0
37,82,74,0.1583,22.0896,0,184,157.6,-1.66745200,53.79789900,0,0,12,0,-255,0,0,0,0,0,0,0,0
38,83,74,0.1649,22.7016,0,165,157.6,-1.66755100,53.79790700,0,0,12,0,-255,0,0,0,0,0,0,0,0
39,84,77,0.1716,23.2416,0,113,157.6,-1.66765200,53.79791800,0,0,12,0,-255,0,0,0,0,0,0,0,0
40,84,79,0.1786,23.6736,0,123,157.6,-1.66775600,53.79793000,0,0,12,0,-255,0,0,0,0,0,0,0,0
41,84,79,0.1858,24.3216,0,142,157.6,-1.66786300,53.79794100,0,0,12,0,-255,0,0,0,0,0,0,0,0
42,84,80,0.1924,24.5304,0,170,157.6,-1.66796300,53.79794800,0,0,12,0,-255,0,0,0,0,0,0,0,0
43,86,83,0.1992,24.7176,0,242,157.6,-1.66806700,53.79795200,0,0,12,0,-255,0,0,0,0,0,0,0,0
44,87,86,0.2062,24.9408,0,240,157.6,-1.66817200,53.79795900,0,0,12,0,-255,0,0,0,0,0,0,0,0
45,88,89,0.2133,24.9624,0,200,157.6,-1.66827900,53.79796200,0,0,12,0,-255,0,0,0,0,0,0,0,0
46,88,91,0.2202,24.7752,0,152,157.6,-1.66838400,53.79796200,0,0,11,0,-255,0,0,0,0,0,0,0,0
47,88,94,0.2273,25.1712,0,160,157.6,-1.66849200,53.79796200,0,0,11,0,-255,0,0,0,0,0,0,0,0
48,88,99,0.2345,25.3944,0,180,157.6,-1.66860100,53.79796100,0,0,11,0,-255,0,0,0,0,0,0,0,0
49,88,107,0.2417,25.524,0,179,157.8,-1.66871000,53.79795800,0,0.277778,11,0,-255,0,0,0,0,0,0,0,0
50,75,114,0.2487,25.524,0,193,158.2,-1.66881600,53.79795800,0,0.849206,11,0,-255,0,0,0,0,0,0,0,0
51,76,118,0.2557,25.5888,0,231,158.2,-1.66892300,53.79795400,0,0.849206,11,0,-255,0,0,0,0,0,0,0,0
52,76,121,0.2628,25.5096,0,285,158.2,-1.66902900,53.79794900,0,0.849206,11,0,-255,0,0,0,0,0,0,0,0
53,75,122,0.27,25.56,0,269,158,-1.66913800,53.79794200,0,0.571429,11,0,-255,0,0,0,0,0,0,0,0
54,75,123,0.2768,25.2864,0,258,158,-1.66924100,53.79793500,0,0.571429,11,0,-255,0,0,0,0,0,0,0,0
55,73,124,0.2836,25.164,0,254,158.4,-1.66934400,53.79793000,0,1.15966,11,0,-255,0,0,0,0,0,0,0,0
56,73,125,0.2904,24.9768,0,254,158.6,-1.66944600,53.79791800,0,1.45378,11,0,-255,0,0,0,0,0,0,0,0
57,73,126,0.297,24.6168,0,262,158.2,-1.66954300,53.79790700,0,0.847721,11,0,-255,0,0,0,0,0,0,0,0
58,73,126,0.3039,24.4224,0,262,158.4,-1.66964800,53.79790000,0,1.13758,11,0,-255,0,0,0,0,0,0,0,0
59,80,126,0.3107,24.4296,0,235,158.6,-1.66975000,53.79789000,0,1.15392,11,0,-255,0,0,0,0,0,0,0,0
60,85,126,0.3176,24.4224,0,206,158.6,-1.66985000,53.79787200,0,0.582487,11,0,-255,0,0,0,0,0,0,0,0
61,84,126,0.3243,24.3792,0,186,158.6,-1.66994800,53.79785600,0,0.582487,11,0,-255,0,0,0,0,0,0,0,0
62,84,126,0.3312,24.6888,0,181,158.6,-1.67005000,53.79784200,0,0.582487,11,0,-255,0,0,0,0,0,0,0,0
63,84,126,0.3381,24.6168,0,188,158.4,-1.67015300,53.79783000,0,0.57041,11,0,-255,0,0,0,0,0,0,0,0
64,85,126,0.3445,24.3216,0,196,158.4,-1.67024800,53.79781800,0,0.57041,11,0,-255,0,0,0,0,0,0,0,0
65,85,126,0.3512,24.2064,0,206,158,-1.67034700,53.79780400,0,-0.61484,11,0,-255,0,0,0,0,0,0,0,0
66,86,126,0.358,24.2928,0,218,157.8,-1.67044800,53.79779600,0,-1.20308,11,0,-255,0,0,0,0,0,0,0,0
67,86,126,0.3649,24.2424,0,219,158,-1.67055100,53.79778400,0,-0.30716,11,0,-255,0,0,0,0,0,0,0,0
68,77,126,0.3716,24.1272,0,236,158,-1.67065000,53.79776900,0,-0.597015,11,0,-255,0,0,0,0,0,0,0,0
69,76,126,0.3786,24.5232,0,264,158,-1.67075400,53.79775700,0,-0.891133,11,0,-255,0,0,0,0,0,0,0,0
70,76,126,0.3857,24.8256,0,277,158,-1.67085900,53.79774300,0,-0.891133,11,0,-255,0,0,0,0,0,0,0,0
71,77,126,0.3925,24.8472,0,276,158.2,-1.67096100,53.79773100,0,-0.597015,11,0,-255,0,0,0,0,0,0,0,0
72,78,126,0.3997,25.0344,0,275,158.2,-1.67106800,53.79772000,0,-0.597015,11,0,-255,0,0,0,0,0,0,0,0
73,78,126,0.4078,26.0568,0,282,157.4,-1.67119000,53.79770900,0,-1.29481,11,0,-255,0,0,0,0,0,0,0,0
74,79,126,0.4138,25.3296,0,257,157.6,-1.67127900,53.79770100,0,-0.961481,11,0,-255,0,0,0,0,0,0,0,0
75,79,126,0.421,25.4016,0,244,157.8,-1.67138600,53.79768900,0,-0.0866881,11,0,-255,0,0,0,0,0,0,0,0
76,80,126,0.4283,25.7832,0,235,157.6,-1.67149700,53.79767800,0,-0.0665431,11,0,-255,0,0,0,0,0,0,0,0
77,81,126,0.4359,26.0568,0,238,157.4,-1.67161000,53.79766600,0,-0.619556,11,0,-255,0,0,0,0,0,0,0,0
78,83,126,0.4436,25.7472,0,236,157.4,-1.67172600,53.79765600,0,-0.619556,11,0,-255,0,0,0,0,0,0,0,0
79,84,126,0.4511,26.8632,0,232,157.2,-1.67183900,53.79765200,0,-0.886223,11,0,-255,0,0,0,0,0,0,0,0
80,84,126,0.4589,27.2952,0,234,157.4,-1.67195700,53.79764500,0,-0.629812,11,0,-255,0,0,0,0,0,0,0,0
81,85,126,0.4663,27.3096,0,238,157.4,-1.67206800,53.79764000,0,-0.92393,11,0,-255,0,0,0,0,0,0,0,0
82,85,126,0.4739,27.3888,0,235,157.6,-1.67218400,53.79763400,0,-0.660772,11,0,-255,0,0,0,0,0,0,0,0
83,85,126,0.4817,27.4536,0,210,157.6,-1.67230200,53.79763500,0,0.326882,11,0,-255,0,0,0,0,0,0,0,0
84,84,126,0.4897,27.8136,0,194,157.4,-1.67242400,53.79763900,0,-0.256451,11,0,-255,0,0,0,0,0,0,0,0
85,85,126,0.4973,27.6408,0,204,157.4,-1.67253800,53.79764400,0,-0.534229,11,0,-255,0,0,0,0,0,0,0,0
86,85,126,0.5054,28.152,0,233,157.4,-1.67266000,53.79765500,0,-0.260256,11,0,-255,0,0,0,0,0,0,0,0
87,85,126,0.5132,28.2672,0,250,157.6,-1.67277700,53.79766400,0,0.259312,11,0,-255,0,0,0,0,0,0,0,0
88,85,126,0.5209,28.2528,0,242,157.8,-1.67289300,53.79767900,0,0.519052,11,0,-255,0,0,0,0,0,0,0,0
89,86,127,0.5285,27.9504,0,247,157.8,-1.67300500,53.79769400,0,0.785719,11,0,-255,0,0,0,0,0,0,0,0
90,86,127,0.5364,28.2096,0,249,157.8,-1.67312100,53.79771100,0,0.529308,11,0,-255,0,0,0,0,0,0,0,0
91,86,127,0.5443,28.0512,0,251,157.8,-1.67323500,53.79773400,0,0.529308,11,0,-255,0,0,0,0,0,0,0,0
92,87,127,0.5524,28.2312,0,261,158,-1.67334800,53.79776100,0,0.513064,11,0,-255,0,0,0,0,0,0,0,0
93,86,127,0.5605,28.4832,0,266,157.8,-1.67346000,53.79779100,0,0.266151,11,0,-255,0,0,0,0,0,0,0,0
94,84,127,0.5683,28.6632,0,250,157.4,-1.67357000,53.79781800,0,0,11,0,-255,0,0,0,0,0,0,0,0
95,83,127,0.576,28.4832,0,242,157.8,-1.67367900,53.79784000,0,0.522811,11,0,-255,0,0,0,0,0,0,0,0
96,81,127,0.5836,28.2816,0,237,157.8,-1.67379000,53.79786000,0,0.522811,11,0,-255,0,0,0,0,0,0,0,0
97,79,127,0.591,27.7776,0,242,158,-1.67389600,53.79788100,0,0.536671,11,0,-255,0,0,0,0,0,0,0,0
98,76,127,0.5983,27.1944,0,270,158,-1.67400300,53.79789700,0,0.27693,11,0,-255,0,0,0,0,0,0,0,0
99,80,127,0.6055,26.7408,0,247,158,-1.67410800,53.79791700,0,0.27693,11,0,-255,0,0,0,0,0,0,0,0
100,91,127,0.6124,26.2152,0,223,158.4,-1.67420700,53.79793700,0,0.85664,11,0,-255,0,0,0,0,0,0,0,0
101,95,127,0.6199,26.1288,0,219,158.6,-1.67430900,53.79796600,0,1.12331,11,0,-255,0,0,0,0,0,0,0,0
102,92,127,0.6252,24.6672,0,243,158.8,-1.67437700,53.79799100,0,1.25375,11,0,-255,0,0,0,0,0,0,0,0
103,91,127,0.6318,24.1416,0,252,159.2,-1.67445700,53.79802900,0,2.10673,11,0,-255,0,0,0,0,0,0,0,0
104,90,127,0.6382,23.5656,0,286,159.6,-1.67453200,53.79806400,0,3.24455,11,0,-255,0,0,0,0,0,0,0,0
105,88,127,0.6445,23.1048,0,304,159.8,-1.67460700,53.79809800,0,3.04253,11,0,-255,0,0,0,0,0,0,0,0
106,87,127,0.6506,22.14,0,305,160.4,-1.67468100,53.79813200,0,4.02613,11,0,-255,0,0,0,0,0,0,0,0
107,82,127,0.6565,22.5504,0,295,160.6,-1.67475600,53.79816200,0,4.09485,11,0,-255,0,0,0,0,0,0,0,0
108,73,127,0.6627,22.2336,0,316,160.8,-1.67483300,53.79819300,0,4.41743,11,0,-255,0,0,0,0,0,0,0,0
109,71,127,0.6682,21.5784,0,321,161,-1.67490400,53.79821800,0,4.78106,11,0,-255,0,0,0,0,0,0,0,0
110,67,127,0.6734,20.808,0,332,161.4,-1.67497300,53.79824000,0,4.97058,11,0,-255,0,0,0,0,0,0,0,0
111,65,127,0.6785,20.088,0,352,161.6,-1.67504500,53.79825900,0,5.09607,11,0,-255,0,0,0,0,0,0,0,0
112,63,127,0.6837,19.5624,0,379,162,-1.67512000,53.79827400,0,5.48795,11,0,-255,0,0,0,0,0,0,0,0
113,61,127,0.6886,18.648,0,389,162.4,-1.67519200,53.79828300,0,5.69821,11,0,-255,0,0,0,0,0,0,0,0
114,60,127,0.6933,18.0864,0,365,162.6,-1.67526300,53.79828300,0,5.49874,11,0,-255,0,0,0,0,0,0,0,0
115,61,127,0.6978,17.5608,0,347,162.8,-1.67533100,53.79828100,0,5.62573,11,0,-255,0,0,0,0,0,0,0,0
116,60,128,0.7021,16.9992,0,359,163.2,-1.67539700,53.79827500,0,5.57235,11,0,-255,0,0,0,0,0,0,0,0
117,59,128,0.7059,15.9696,0,379,163.4,-1.67545300,53.79827400,0,5.75969,11,0,-255,0,0,0,0,0,0,0,0
118,58,128,0.7097,15.2064,0,390,163.8,-1.67551100,53.79827100,0,6.48974,11,0,-255,0,0,0,0,0,0,0,0
119,59,128,0.7133,14.436,0,403,164.2,-1.67556600,53.79827100,0,7.23721,11,0,-255,0,0,0,0,0,0,0,0
120,59,128,0.717,13.8672,0,394,164.8,-1.67562200,53.79826600,0,8.0896,11,0,-255,0,0,0,0,0,0,0,0
121,59,128,0.7208,13.4712,0,384,165.2,-1.67567900,53.79825900,0,8.75008,11,0,-255,0,0,0,0,0,0,0,0
122,58,128,0.7247,13.536,0,376,165.4,-1.67573700,53.79825500,0,8.49367,11,0,-255,0,0,0,0,0,0,0,0
123,58,128,0.7285,13.5504,0,374,166,-1.67579400,53.79825100,0,9.25629,11,0,-255,0,0,0,0,0,0,0,0
124,57,128,0.7324,13.752,0,388,166.6,-1.67585400,53.79824800,0,10.3692,11,0,-255,0,0,0,0,0,0,0,0
125,57,128,0.7363,13.8528,0,387,167,-1.67591200,53.79824800,0,10.9504,11,0,-255,0,0,0,0,0,0,0,0
126,57,128,0.7402,13.896,0,384,167.4,-1.67597000,53.79824400,0,11.0458,11,0,-255,0,0,0,0,0,0,0,0
127,56,128,0.744,13.8888,0,381,167.6,-1.67602700,53.79823900,0,11.0458,11,0,-255,0,0,0,0,0,0,0,0
128,56,128,0.748,13.9968,0,376,168,-1.67608600,53.79823200,0,10.9932,11,0,-255,0,0,0,0,0,0,0,0
129,56,128,0.7519,14.0112,0,381,168.2,-1.67614600,53.79822500,0,10.3949,11,0,-255,0,0,0,0,0,0,0,0
130,56,128,0.7557,13.9968,0,385,168.6,-1.67620400,53.79822500,0,9.82591,11,0,-255,0,0,0,0,0,0,0,0
131,56,128,0.7595,13.9464,0,384,169,-1.67626100,53.79822100,0,9.82591,11,0,-255,0,0,0,0,0,0,0,0
132,58,128,0.7636,14.1192,0,375,169.2,-1.67632200,53.79821600,0,9.8009,11,0,-255,0,0,0,0,0,0,0,0
133,58,128,0.7676,14.148,0,358,169.6,-1.67638200,53.79820900,0,9.22195,11,0,-255,0,0,0,0,0,0,0,0
134,58,129,0.7716,14.1768,0,298,169.8,-1.67644200,53.79820600,0,8.18349,11,0,-255,0,0,0,0,0,0,0,0
135,59,131,0.7755,14.2272,0,284,170.2,-1.67650100,53.79820200,0,8.18349,11,0,-255,0,0,0,0,0,0,0,0
136,59,132,0.7791,14.0688,0,278,170.4,-1.67655500,53.79819800,0,7.7134,11,0,-255,0,0,0,0,0,0,0,0
137,59,132,0.7828,13.8384,0,276,170.8,-1.67661100,53.79819500,0,8.26817,11,0,-255,0,0,0,0,0,0,0,0
138,60,133,0.7866,13.6872,0,298,171.2,-1.67666900,53.79819400,0,8.3208,11,0,-255,0,0,0,0,0,0,0,0
139,71,134,0.7907,13.788,0,298,171.4,-1.67673200,53.79819000,0,8.29578,11,0,-255,0,0,0,0,0,0,0,0
140,87,136,0.7953,14.2992,0,275,171.8,-1.67680100,53.79818600,0,8.11272,11,0,-255,0,0,0,0,0,0,0,0
141,87,137,0.8003,15.2784,0,252,172.2,-1.67687600,53.79818300,0,7.86008,11,0,-255,0,0,0,0,0,0,0,0
142,86,139,0.8046,15.7032,0,249,172.6,-1.67694200,53.79818300,0,8.30251,11,0,-255,0,0,0,0,0,0,0,0
143,85,140,0.8088,15.9624,0,246,172.8,-1.67700500,53.79818300,0,7.7787,11,0,-255,0,0,0,0,0,0,0,0
144,85,144,0.8125,15.6816,0,236,173.2,-1.67706100,53.79818200,0,8.35978,11,0,-255,0,0,0,0,0,0,0,0
145,84,147,0.8174,15.8688,0,219,173.4,-1.67713400,53.79817400,0,7.74231,11,0,-255,0,0,0,0,0,0,0,0
146,83,149,0.8214,15.1992,0,216,173.4,-1.67719400,53.79816700,0,7.18675,11,0,-255,0,0,0,0,0,0,0,0
147,81,150,0.8253,14.8752,0,249,173.6,-1.67725200,53.79816000,0,6.61849,11,0,-255,0,0,0,0,0,0,0,0
148,82,151,0.8293,14.8032,0,287,173.6,-1.67731300,53.79815500,0,5.56586,11,0,-255,0,0,0,0,0,0,0,0
149,82,151,0.8334,15.048,0,283,173.8,-1.67737400,53.79814800,0,5.56586,11,0,-255,0,0,0,0,0,0,0,0
150,83,152,0.8375,14.508,0,273,174,-1.67743600,53.79814500,0,5.1841,11,0,-255,0,0,0,0,0,0,0,0
151,83,152,0.8417,14.6088,0,263,174.2,-1.67749800,53.79814100,0,4.86029,12,0,-255,0,0,0,0,0,0,0,0
152,82,152,0.8457,14.7168,0,251,174.2,-1.67756000,53.79814100,0,3.93006,12,0,-255,0,0,0,0,0,0,0,0
153,81,152,0.8493,14.3928,0,246,174.6,-1.67761400,53.79813700,0,4.56498,12,0,-255,0,0,0,0,0,0,0,0
154,81,152,0.853,14.112,0,242,175,-1.67767000,53.79813300,0,4.56498,12,0,-255,0,0,0,0,0,0,0,0
155,81,151,0.857,14.0184,0,253,175.6,-1.67773000,53.79812900,0,5.65681,12,0,-255,0,0,0,0,0,0,0,0
156,83,151,0.8612,14.076,0,281,176,-1.67779300,53.79812100,0,6.60919,12,0,-255,0,0,0,0,0,0,0,0
157,82,151,0.8652,14.04,0,258,176.2,-1.67785200,53.79811300,0,6.59637,12,0,-255,0,0,0,0,0,0,0,0
158,82,151,0.8692,14.2704,0,241,176.4,-1.67791000,53.79810500,0,7.09637,12,0,-255,0,0,0,0,0,0,0,0
159,83,150,0.8733,14.6088,0,252,176.6,-1.67797100,53.79809400,0,7.09637,12,0,-255,0,0,0,0,0,0,0,0
160,84,150,0.8773,14.616,0,262,176.6,-1.67803000,53.79808700,0,6.60857,12,0,-255,0,0,0,0,0,0,0,0
161,83,149,0.8814,14.5296,0,271,176.8,-1.67809200,53.79808400,0,6.62018,12,0,-255,0,0,0,0,0,0,0,0
162,82,148,0.8855,14.58,0,275,177,-1.67815400,53.79808400,0,7.10799,12,0,-255,0,0,0,0,0,0,0,0
163,82,148,0.8895,14.6376,0,279,177.2,-1.67821500,53.79808000,0,6.49688,12,0,-255,0,0,0,0,0,0,0,0
164,83,148,0.8935,14.5728,0,276,177.4,-1.67827600,53.79808000,0,5.9158,12,0,-255,0,0,0,0,0,0,0,0
165,84,147,0.8978,14.7816,0,275,177.6,-1.67834100,53.79808000,0,4.88091,12,0,-255,0,0,0,0,0,0,0,0
166,86,146,0.9019,14.7816,0,265,177.8,-1.67840400,53.79808000,0,4.41634,12,0,-255,0,0,0,0,0,0,0,0
167,87,146,0.906,14.7816,0,257,178,-1.67846500,53.79807700,0,4.40414,13,0,-255,0,0,0,0,0,0,0,0
168,87,146,0.9103,15.0192,0,251,178.2,-1.67853100,53.79808000,0,4.36926,13,0,-255,0,0,0,0,0,0,0,0
169,86,145,0.9144,14.9976,0,228,178.6,-1.67859200,53.79807700,0,4.85706,13,0,-255,0,0,0,0,0,0,0,0
170,83,146,0.9185,14.904,0,235,179,-1.67865500,53.79807700,0,5.83267,13,0,-255,0,0,0,0,0,0,0,0
171,82,145,0.9226,14.8752,0,274,179.4,-1.67871700,53.79807700,0,6.32048,13,0,-255,0,0,0,0,0,0,0,0
172,82,145,0.9265,14.7672,0,278,179.4,-1.67877600,53.79807600,0,5.83267,13,0,-255,0,0,0,0,0,0,0,0
173,82,145,0.9304,14.436,0,279,179.4,-1.67883500,53.79807200,0,5.33267,13,0,-255,0,0,0,0,0,0,0,0
174,85,145,0.9345,14.5152,0,279,179.6,-1.67889700,53.79806800,0,5.32048,13,0,-255,0,0,0,0,0,0,0,0
175,86,145,0.9388,14.5728,0,273,179.8,-1.67896100,53.79806600,0,5.32048,13,0,-255,0,0,0,0,0,0,0,0
176,85,144,0.9429,14.6448,0,272,180,-1.67902500,53.79806900,0,5.32048,13,0,-255,0,0,0,0,0,0,0,0
177,85,144,0.947,14.7528,0,277,180,-1.67908600,53.79807000,0,4.83267,13,0,-255,0,0,0,0,0,0,0,0
178,85,144,0.9511,14.9328,0,282,180.2,-1.67914900,53.79807200,0,4.85536,13,0,-255,0,0,0,0,0,0,0,0
179,83,145,0.9552,14.8896,0,305,180.6,-1.67921100,53.79807000,0,4.85536,13,0,-255,0,0,0,0,0,0,0,0
180,85,145,0.9595,14.9112,0,311,181,-1.67927500,53.79807200,0,4.80998,13,0,-255,0,0,0,0,0,0,0,0
181,87,145,0.9635,14.7672,0,300,181.4,-1.67933600,53.79806900,0,4.83437,13,0,-255,0,0,0,0,0,0,0,0
182,88,145,0.9678,14.9472,0,298,181.6,-1.67940100,53.79807000,0,5.29949,13,0,-255,0,0,0,0,0,0,0,0
183,88,145,0.972,15.0552,0,297,182,-1.67946600,53.79807300,0,6.25187,13,0,-255,0,0,0,0,0,0,0,0
184,87,145,0.9764,15.2568,0,259,182.2,-1.67953100,53.79807800,0,6.21861,13,0,-255,0,0,0,0,0,0,0,0
185,88,145,0.9808,15.3144,0,233,182.4,-1.67959600,53.79808600,0,6.20804,13,0,-255,0,0,0,0,0,0,0,0
186,88,145,0.985,15.552,0,204,182.6,-1.67966000,53.79809300,0,6.19643,13,0,-255,0,0,0,0,0,0,0,0
187,83,145,0.9895,15.6456,0,186,183.2,-1.67972600,53.79810100,0,7.52976,13,0,-255,0,0,0,0,0,0,0,0
188,81,145,0.9939,15.7104,0,168,183.4,-1.67979200,53.79810800,0,7.4965,13,0,-255,0,0,0,0,0,0,0,0
189,83,145,0.9984,15.8616,0,208,183.6,-1.67986000,53.79811200,0,6.96533,13,0,-255,0,0,0,0,0,0,0,0
190,83,144,1.0032,16.1496,0,202,183.6,-1.67993200,53.79811600,0,6.0351,13,0,-255,0,0,0,0,0,0,0,0
191,84,144,1.0077,16.308,0,199,183.8,-1.68000000,53.79812000,0,5.47955,13,0,-255,0,0,0,0,0,0,0,0
192,75,144,1.0124,16.4664,0,204,183.8,-1.68007000,53.79812800,0,5.01443,13,0,-255,0,0,0,0,0,0,0,0
193,73,143,1.017,16.6752,0,188,184,-1.68013900,53.79813600,0,4.49683,13,0,-255,0,0,0,0,0,0,0,0
194,74,143,1.0215,16.6104,0,199,184.2,-1.68020400,53.79814700,0,4.48673,13,0,-255,0,0,0,0,0,0,0,0
195,75,142,1.0255,16.0704,0,261,184.4,-1.68026400,53.79815500,0,4.53219,13,0,-255,0,0,0,0,0,0,0,0
196,78,141,1.0309,16.6752,0,260,184.4,-1.68034400,53.79816200,0,4.05599,13,0,-255,0,0,0,0,0,0,0,0
197,79,141,1.0355,16.6536,0,246,184.4,-1.68041300,53.79816900,0,2.72266,13,0,-255,0,0,0,0,0,0,0,0
198,79,141,1.0405,16.8912,0,212,184.6,-1.68048900,53.79817300,0,2.66812,13,0,-255,0,0,0,0,0,0,0,0
199,80,141,1.0454,17.2152,0,202,184.8,-1.68056200,53.79818200,0,2.63183,13,0,-255,0,0,0,0,0,0,0,0
200,80,142,1.0504,17.964,0,213,185,-1.68063600,53.79819400,0,3.03183,13,0,-255,0,0,0,0,0,0,0,0
201,81,143,1.0556,17.8272,0,208,185,-1.68071000,53.79820800,0,2.58739,13,0,-255,0,0,0,0,0,0,0,0
202,82,143,1.0607,18.1512,0,189,185.2,-1.68078500,53.79822000,0,2.97955,13,0,-255,0,0,0,0,0,0,0,0
203,82,143,1.0657,18.1224,0,182,185.2,-1.68085800,53.79823100,0,2.54476,13,0,-255,0,0,0,0,0,0,0,0
204,83,142,1.071,18.4464,0,175,185.4,-1.68093700,53.79824300,0,2.47768,13,0,-255,0,0,0,0,0,0,0,0
205,83,141,1.0763,18.5832,0,187,185.4,-1.68101400,53.79825400,0,1.97768,13,0,-255,0,0,0,0,0,0,0,0
206,77,140,1.0816,18.6912,0,194,185.6,-1.68109200,53.79826600,0,2.35504,13,0,-255,0,0,0,0,0,0,0,0
207,78,139,1.0868,18.8136,0,188,185.6,-1.68116900,53.79827700,0,2.35504,13,0,-255,0,0,0,0,0,0,0,0
208,80,138,1.0926,19.3968,0,186,185.6,-1.68125400,53.79829000,0,1.95504,13,0,-255,0,0,0,0,0,0,0,0
209,82,138,1.0983,19.6056,0,177,185.8,-1.68133500,53.79830800,0,1.89775,13,0,-255,0,0,0,0,0,0,0,0
210,83,138,1.1043,20.1816,0,163,185.8,-1.68142200,53.79832500,0,1.49775,13,0,-255,0,0,0,0,0,0,0,0
211,84,137,1.11,20.4336,0,166,186,-1.68150400,53.79834200,0,1.84863,13,0,-255,0,0,0,0,0,0,0,0
