secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
614,80,116,3.8572,40.8528,0,59,184.8,-1.69592700,53.81850300,0,-3.55155,12,0,-255,0,0,0,0,0,0,0,0
615,81,116,3.8681,40.7448,0,64,184.6,-1.69584600,53.81859100,0,-3.51765,12,0,-255,0,0,0,0,0,0,0,0
616,81,116,3.8804,41.4792,0,62,184.2,-1.69575700,53.81868700,0,-3.47922,12,0,-255,0,0,0,0,0,0,0,0
617,82,116,3.8923,41.6664,0,82,183.6,-1.69567100,53.81877800,0,-3.65555,12,0,-255,0,0,0,0,0,0,0,0
618,82,116,3.9039,41.7528,0,73,183,-1.69558200,53.81887000,0,-3.98411,12,0,-255,0,0,0,0,0,0,0,0
619,82,116,3.9159,42.2712,0,62,182.4,-1.69548600,53.81896200,0,-3.80229,12,0,-255,0,0,0,0,0,0,0,0
620,83,116,3.9284,43.3656,0,70,182,-1.69538600,53.81905600,0,-3.57684,12,0,-255,0,0,0,0,0,0,0,0
621,83,116,3.9405,43.2432,0,82,181.6,-1.69528600,53.81914800,0,-3.55343,12,0,-255,0,0,0,0,0,0,0,0
622,84,116,3.9524,43.2792,0,67,181.2,-1.69519200,53.81923900,0,-3.54474,12,0,-255,0,0,0,0,0,0,0,0
623,84,116,3.9652,44.1864,0,69,180.6,-1.69508900,53.81933600,0,-3.83958,12,0,-255,0,0,0,0,0,0,0,0
624,83,116,3.9795,45.7776,0,73,180,-1.69497600,53.81944600,0,-3.90518,12,0,-255,0,0,0,0,0,0,0,0
625,83,116,3.9893,43.8552,0,73,179.6,-1.69489500,53.81951900,0,-4.12985,12,0,-255,0,0,0,0,0,0,0,0
626,83,116,4.0018,44.1144,0,76,179.2,-1.69479400,53.81961600,0,-4.12465,12,0,-255,0,0,0,0,0,0,0,0
627,83,116,4.0156,45.5472,0,85,178.8,-1.69468200,53.81972200,0,-3.9103,12,0,-255,0,0,0,0,0,0,0,0
628,82,116,4.0259,43.6896,0,86,178.6,-1.69459900,53.81980000,0,-3.58724,12,0,-255,0,0,0,0,0,0,0,0
629,81,116,4.0395,43.1928,0,98,178.4,-1.69449200,53.81990400,0,-3.2343,12,0,-255,0,0,0,0,0,0,0,0
630,81,116,4.0494,43.3368,0,148,178.2,-1.69441300,53.81998000,0,-3.11632,12,0,-255,0,0,0,0,0,0,0,0
631,80,116,4.061,42.6456,0,147,177.8,-1.69432000,53.82006700,0,-3.13056,12,0,-255,0,0,0,0,0,0,0,0
632,80,116,4.0728,41.1264,0,135,177.6,-1.69422500,53.82015600,0,-2.96392,12,0,-255,0,0,0,0,0,0,0,0
633,79,116,4.0843,42.0192,0,136,177.2,-1.69413100,53.82024300,0,-2.843,12,0,-255,0,0,0,0,0,0,0,0
634,79,116,4.0956,40.4352,0,156,176.8,-1.69403700,53.82033000,0,-2.7774,12,0,-255,0,0,0,0,0,0,0,0
635,79,116,4.1073,41.652,0,175,176.6,-1.69394400,53.82042000,0,-2.54018,12,0,-255,0,0,0,0,0,0,0,0
636,78,116,4.1191,41.8248,0,177,176.4,-1.69385200,53.82051000,0,-2.38967,12,0,-255,0,0,0,0,0,0,0,0
637,78,116,4.1308,41.8032,0,151,176,-1.69375900,53.82060000,0,-2.44169,12,0,-255,0,0,0,0,0,0,0,0
638,77,116,4.1437,42.7968,0,135,176,-1.69365800,53.82070000,0,-2.24752,12,0,-255,0,0,0,0,0,0,0,0
639,77,116,4.1531,41.3856,0,124,175.6,-1.69358300,53.82077200,0,-2.52599,12,0,-255,0,0,0,0,0,0,0,0
640,77,116,4.1644,41.076,0,126,175.4,-1.69349400,53.82085600,0,-2.50096,12,0,-255,0,0,0,0,0,0,0,0
641,77,116,4.1759,40.8816,0,129,175.2,-1.69340000,53.82094600,0,-2.33005,12,0,-255,0,0,0,0,0,0,0,0
642,76,116,4.1884,41.4288,0,152,175,-1.69330300,53.82104000,0,-2.32056,12,0,-255,0,0,0,0,0,0,0,0
643,76,116,4.1977,38.8728,0,156,174.8,-1.69323600,53.82111600,0,-2.18778,12,0,-255,0,0,0,0,0,0,0,0
644,76,116,4.2087,40.0032,0,148,174.6,-1.69316100,53.82120400,0,-2.01562,12,0,-255,0,0,0,0,0,0,0,0
645,76,116,4.22,40.0968,0,134,174.4,-1.69308200,53.82129400,0,-2.02167,12,0,-255,0,0,0,0,0,0,0,0
646,76,116,4.2332,41.2848,0,123,174.2,-1.69298900,53.82139800,0,-2.00369,12,0,-255,0,0,0,0,0,0,0,0
647,74,116,4.244,40.0824,0,103,174,-1.69291300,53.82148300,0,-1.847,12,0,-255,0,0,0,0,0,0,0,0
648,61,116,4.2533,40.0248,0,83,173.6,-1.69285300,53.82156100,0,-2.27711,12,0,-255,0,0,0,0,0,0,0,0
649,42,116,4.265,40.5072,0,69,173.2,-1.69278100,53.82165500,0,-2.19346,12,0,-255,0,0,0,0,0,0,0,0
650,23,116,4.2763,40.4784,0,56,172.6,-1.69271400,53.82175000,0,-2.54744,12,0,-255,0,0,0,0,0,0,0,0
651,4,116,4.2878,39.2688,0,0,171.8,-1.69264700,53.82184400,0,-3.06918,12,0,-255,0,0,0,0,0,0,0,0
652,0,116,4.3014,41.2776,0,0,171.4,-1.69257100,53.82195700,0,-3.20329,12,0,-255,0,0,0,0,0,0,0,0
653,0,116,4.3116,41.9544,0,0,171,-1.69251700,53.82204200,0,-3.3804,12,0,-255,0,0,0,0,0,0,0,0
654,0,116,4.3241,42.6024,0,0,170.4,-1.69245800,53.82214900,0,-3.67858,12,0,-255,0,0,0,0,0,0,0,0
655,0,116,4.3365,43.3584,0,0,169.6,-1.69240300,53.82225600,0,-4.14675,12,0,-255,0,0,0,0,0,0,0,0
656,0,116,4.3487,43.8912,0,0,168.8,-1.69234400,53.82236000,0,-4.65097,12,0,-255,0,0,0,0,0,0,0,0
657,0,116,4.3619,43.5744,0,0,167.8,-1.69227700,53.82247400,0,-5.22336,12,0,-255,0,0,0,0,0,0,0,0
658,0,116,4.3749,45.5688,0,0,167.2,-1.69221200,53.82258300,0,-5.25479,12,0,-255,0,0,0,0,0,0,0,0
659,0,116,4.3884,46.3104,0,0,166,-1.69214700,53.82269800,0,-5.8018,12,0,-255,0,0,0,0,0,0,0,0
660,0,116,4.4024,47.448,0,0,164.8,-1.69208200,53.82281900,0,-6.12797,12,0,-255,0,0,0,0,0,0,0,0
661,0,116,4.4164,48.7224,0,0,163.8,-1.69201600,53.82293900,0,-6.14661,12,0,-255,0,0,0,0,0,0,0,0
662,0,116,4.4313,49.9536,0,0,162.4,-1.69193900,53.82306300,0,-6.79208,12,0,-255,0,0,0,0,0,0,0,0
663,0,116,4.446,51.2208,0,0,161,-1.69186600,53.82318800,0,-7.35231,12,0,-255,0,0,0,0,0,0,0,0
664,0,116,4.461,52.2504,0,0,159.6,-1.69179200,53.82331600,0,-7.80564,12,0,-255,0,0,0,0,0,0,0,0
665,0,116,4.4761,53.0784,0,0,158.4,-1.69171200,53.82344300,0,-7.95518,12,0,-255,0,0,0,0,0,0,0,0
666,0,116,4.4915,54.0792,0,0,157,-1.69161900,53.82357000,0,-8.20854,12,0,-255,0,0,0,0,0,0,0,0
667,0,116,4.5068,54.3528,0,0,155.2,-1.69151100,53.82369100,0,-8.62743,12,0,-255,0,0,0,0,0,0,0,0
668,0,116,4.5222,54.8784,0,0,153.8,-1.69138500,53.82380900,0,-9.07498,12,0,-255,0,0,0,0,0,0,0,0
669,0,116,4.537,54.7344,0,0,152.2,-1.69124800,53.82391500,0,-9.26718,12,0,-255,0,0,0,0,0,0,0,0
670,0,116,4.5525,55.0296,0,0,150.4,-1.69108900,53.82401800,0,-9.57132,12,0,-255,0,0,0,0,0,0,0,0
671,0,116,4.5688,55.656,0,0,148.8,-1.69091700,53.82412200,0,-9.83863,12,0,-255,0,0,0,0,0,0,0,0
672,0,116,4.586,57.024,0,0,147.4,-1.69073800,53.82423400,0,-9.71299,12,0,-255,0,0,0,0,0,0,0,0
673,0,116,4.6041,58.968,0,0,145.8,-1.69054800,53.82435100,0,-9.64459,12,0,-255,0,0,0,0,0,0,0,0
674,0,116,4.618,58.3344,0,0,144.2,-1.69039900,53.82444200,0,-9.86233,12,0,-255,0,0,0,0,0,0,0,0
675,0,116,4.6349,59.3064,0,0,142.8,-1.69022200,53.82454900,0,-9.89603,12,0,-255,0,0,0,0,0,0,0,0
676,0,116,4.6519,59.8464,0,0,141.4,-1.69004500,53.82466000,0,-9.81047,12,0,-255,0,0,0,0,0,0,0,0
677,0,116,4.6679,58.9752,0,0,140.2,-1.68987700,53.82476500,0,-9.384,12,0,-255,0,0,0,0,0,0,0,0
678,0,116,4.6844,57.7656,0,0,139,-1.68970200,53.82486900,0,-9.20218,12,0,-255,0,0,0,0,0,0,0,0
679,0,116,4.7009,59.6376,0,0,137.8,-1.68952600,53.82497600,0,-8.84837,12,0,-255,0,0,0,0,0,0,0,0
680,0,116,4.7186,60.2496,0,0,136.8,-1.68933800,53.82508900,0,-8.25205,12,0,-255,0,0,0,0,0,0,0,0
681,0,116,4.7373,61.4736,0,0,135.6,-1.68914400,53.82521200,0,-7.91217,12,0,-255,0,0,0,0,0,0,0,0
682,0,116,4.7541,62.0568,0,0,134,-1.68896700,53.82532000,0,-8.0506,12,0,-255,0,0,0,0,0,0,0,0
683,0,116,4.7707,62.2008,0,0,132.8,-1.68879100,53.82542900,0,-7.88951,12,0,-255,0,0,0,0,0,0,0,0
684,0,116,4.7857,61.056,0,0,131.8,-1.68863400,53.82552700,0,-7.4051,12,0,-255,0,0,0,0,0,0,0,0
685,0,116,4.8055,62.568,0,0,130.8,-1.68842600,53.82565500,0,-7.08175,12,0,-255,0,0,0,0,0,0,0,0
686,0,116,4.8217,60.768,0,0,130,-1.68825400,53.82575800,0,-6.75205,12,0,-255,0,0,0,0,0,0,0,0
687,0,116,4.8348,58.1184,0,0,128.8,-1.68811700,53.82584500,0,-6.91808,12,0,-255,0,0,0,0,0,0,0,0
688,0,116,4.8509,57.7152,0,0,127.8,-1.68795100,53.82594800,0,-6.81192,12,0,-255,0,0,0,0,0,0,0,0
689,0,116,4.8675,58.9176,0,0,126.8,-1.68778000,53.82605800,0,-6.68706,12,0,-255,0,0,0,0,0,0,0,0
690,0,116,4.8866,58.4064,0,0,126.2,-1.68757400,53.82617900,0,-6.43622,12,0,-255,0,0,0,0,0,0,0,0
691,0,116,4.9015,57.4416,0,0,125.2,-1.68740400,53.82626800,0,-6.46565,12,0,-255,0,0,0,0,0,0,0,0
692,0,116,4.9137,56.8368,0,0,124.4,-1.68725900,53.82633600,0,-6.16901,12,0,-255,0,0,0,0,0,0,0,0
693,0,116,4.9285,55.8792,0,0,123.6,-1.68707400,53.82641200,0,-5.98666,12,0,-255,0,0,0,0,0,0,0,0
694,0,116,4.942,53.6112,0,0,123,-1.68689700,53.82647100,0,-5.76444,12,0,-255,0,0,0,0,0,0,0,0
695,0,116,4.9561,50.0688,0,0,122,-1.68670700,53.82653400,0,-5.9686,12,0,-255,0,0,0,0,0,0,0,0
696,0,116,4.9691,48.6576,0,0,121.4,-1.68653600,53.82659100,0,-5.93632,12,0,-255,0,0,0,0,0,0,0,0
697,0,116,4.9826,49.5864,0,0,120.4,-1.68636100,53.82665400,0,-5.76103,12,0,-255,0,0,0,0,0,0,0,0
698,0,116,4.9953,48.0816,0,0,119.8,-1.68620500,53.82672000,0,-5.61235,12,0,-255,0,0,0,0,0,0,0,0
699,0,116,5.0074,47.1024,0,0,119,-1.68607100,53.82679300,0,-5.6711,12,0,-255,0,0,0,0,0,0,0,0
700,0,116,5.02,46.0152,0,0,118.4,-1.68594300,53.82688000,0,-5.83315,12,0,-255,0,0,0,0,0,0,0,0
701,0,116,5.0325,45.6768,0,0,117.4,-1.68582300,53.82696700,0,-5.96201,12,0,-255,0,0,0,0,0,0,0,0
702,0,116,5.0451,44.9928,0,0,116.8,-1.68570300,53.82705300,0,-5.78246,12,0,-255,0,0,0,0,0,0,0,0
703,0,116,5.0582,45.288,0,0,116,-1.68558000,53.82714700,0,-5.85261,12,0,-255,0,0,0,0,0,0,0,0
704,0,116,5.0705,45.4248,0,0,115.2,-1.68546500,53.82723200,0,-6.05857,12,0,-255,0,0,0,0,0,0,0,0
705,0,116,5.0832,45.4968,0,0,114.4,-1.68534400,53.82732200,0,-5.97927,12,0,-255,0,0,0,0,0,0,0,0
706,0,116,5.0968,46.2672,0,0,113.8,-1.68521500,53.82741600,0,-5.95891,12,0,-255,0,0,0,0,0,0,0,0
707,0,116,5.1059,43.7976,0,0,113.2,-1.68512700,53.82748000,0,-5.87751,12,0,-255,0,0,0,0,0,0,0,0
708,0,116,5.117,42.372,0,0,112.4,-1.68502100,53.82756000,0,-6.12579,12,0,-255,0,0,0,0,0,0,0,0
709,0,116,5.1234,38.124,0,0,111.8,-1.68495800,53.82760300,0,-6.40213,12,0,-255,0,0,0,0,0,0,0,0
710,0,116,5.1303,33.8832,0,0,111.4,-1.68488900,53.82764900,0,-6.50565,12,0,-255,0,0,0,0,0,0,0,0
711,0,116,5.1347,27.3096,0,0,110.8,-1.68484600,53.82767800,0,-7.06929,12,0,-255,0,0,0,0,0,0,0,0
712,0,116,5.1384,23.4144,0,0,110.4,-1.68480800,53.82770300,0,-7.67418,12,0,-255,0,0,0,0,0,0,0,0
713,0,116,5.1436,19.1088,0,0,110,-1.68475200,53.82773500,0,-7.83272,12,0,-255,0,0,0,0,0,0,0,0
714,0,116,5.1494,18.7272,0,0,109.4,-1.68469400,53.82777500,0,-8.2168,12,0,-255,0,0,0,0,0,0,0,0
715,0,116,5.1568,19.08,0,0,109,-1.68462900,53.82782900,0,-8.12742,12,0,-255,0,0,0,0,0,0,0,0
716,0,116,5.1628,20.2176,0,0,108.6,-1.68457800,53.82787300,0,-8.35291,12,0,-255,0,0,0,0,0,0,0,0
717,0,116,5.1682,21.4056,0,0,108.2,-1.68452800,53.82791100,0,-8.43431,12,0,-255,0,0,0,0,0,0,0,0
718,0,116,5.1747,22.392,0,0,107.8,-1.68446500,53.82795700,0,-8.32897,12,0,-255,0,0,0,0,0,0,0,0
719,0,116,5.1812,22.8528,0,0,107.4,-1.68439700,53.82799900,0,-8.00686,12,0,-255,0,0,0,0,0,0,0,0
720,0,116,5.186,20.9952,0,0,106.8,-1.68434700,53.82803100,0,-8.67715,12,0,-255,0,0,0,0,0,0,0,0
721,0,116,5.1899,19.5336,0,0,106.4,-1.68430700,53.82805600,0,-8.33915,12,0,-255,0,0,0,0,0,0,0,0
722,0,116,5.1934,18.2016,0,0,106,-1.68426800,53.82807800,0,-8.40093,11,0,-255,0,0,0,0,0,0,0,0
723,0,116,5.1962,15.5016,0,0,105.8,-1.68422900,53.82808400,0,-8.34598,11,0,-255,0,0,0,0,0,0,0,0
724,0,116,5.199,12.8232,0,0,105.4,-1.68419800,53.82806700,0,-8.74007,11,0,-255,0,0,0,0,0,0,0,0
725,0,116,5.2021,11.628,0,0,105.2,-1.68419200,53.82804000,0,-8.84469,11,0,-255,0,0,0,0,0,0,0,0
726,11,116,5.2056,11.3112,0,13,105.2,-1.68421100,53.82801100,0,-8.17803,11,0,-255,0,0,0,0,0,0,0,0
727,58,116,5.2092,11.3256,0,184,105.2,-1.68425000,53.82798900,0,-7.43729,11,0,-255,0,0,0,0,0,0,0,0
728,62,116,5.2127,11.8512,0,366,105.4,-1.68429400,53.82797200,0,-6.25047,11,0,-255,0,0,0,0,0,0,0,0
729,64,116,5.2177,13.4856,0,470,105.6,-1.68435500,53.82794400,0,-5.23509,11,0,-255,0,0,0,0,0,0,0,0
730,67,116,5.2222,14.4936,0,474,105.8,-1.68440200,53.82791400,0,-3.54064,11,0,-255,0,0,0,0,0,0,0,0
731,68,116,5.2269,15.336,0,421,106,-1.68444700,53.82788200,0,-2.08947,11,0,-255,0,0,0,0,0,0,0,0
732,69,116,5.2315,16.0848,0,409,106.2,-1.68449100,53.82784900,0,-0.511831,11,0,-255,0,0,0,0,0,0,0,0
733,73,116,5.236,16.8192,0,401,106.6,-1.68453700,53.82781900,0,1.09134,11,0,-255,0,0,0,0,0,0,0,0
734,82,116,5.2405,16.416,0,384,106.8,-1.68458100,53.82778900,0,2.96436,11,0,-255,0,0,0,0,0,0,0,0
735,82,116,5.2447,16.1928,0,355,107.2,-1.68462500,53.82776300,0,4.5619,11,0,-255,0,0,0,0,0,0,0,0
736,87,116,5.2485,15.5592,0,370,107.4,-1.68466700,53.82773800,0,5.08822,11,0,-255,0,0,0,0,0,0,0,0
737,86,116,5.2533,15.6888,0,361,107.8,-1.68471600,53.82770800,0,5.92155,11,0,-255,0,0,0,0,0,0,0,0
738,85,116,5.2578,15.696,0,355,108.2,-1.68476200,53.82767700,0,6.23901,11,0,-255,0,0,0,0,0,0,0,0
739,85,116,5.2624,15.7392,0,356,108.4,-1.68480700,53.82764400,0,6.27379,11,0,-255,0,0,0,0,0,0,0,0
740,85,116,5.2667,15.7896,0,364,109,-1.68485100,53.82761700,0,7.2247,11,0,-255,0,0,0,0,0,0,0,0
741,85,116,5.2711,16.2792,0,354,109.4,-1.68489600,53.82758700,0,7.70826,11,0,-255,0,0,0,0,0,0,0,0
742,85,116,5.276,16.3512,0,363,109.8,-1.68494400,53.82755400,0,8.0898,11,0,-255,0,0,0,0,0,0,0,0
743,84,116,5.2814,16.9704,0,358,110,-1.68499800,53.82751600,0,7.57128,11,0,-255,0,0,0,0,0,0,0,0
744,83,116,5.2861,17.1072,0,341,110.4,-1.68504100,53.82748300,0,7.9779,11,0,-255,0,0,0,0,0,0,0,0
745,83,116,5.2907,17.3232,0,330,110.8,-1.68508600,53.82745200,0,7.89509,11,0,-255,0,0,0,0,0,0,0,0
746,85,116,5.2947,16.9776,0,350,111,-1.68512600,53.82742600,0,7.86877,11,0,-255,0,0,0,0,0,0,0,0
747,86,116,5.2995,16.884,0,350,111.2,-1.68517200,53.82739300,0,7.4521,11,0,-255,0,0,0,0,0,0,0,0
748,89,116,5.305,17.0136,0,349,111.4,-1.68522600,53.82735300,0,6.92685,11,0,-255,0,0,0,0,0,0,0,0
749,89,116,5.309,16.4592,0,341,111.6,-1.68526500,53.82732600,0,6.99207,11,0,-255,0,0,0,0,0,0,0,0
750,90,116,5.314,16.776,0,324,111.8,-1.68531200,53.82729100,0,5.99672,11,0,-255,0,0,0,0,0,0,0,0
751,92,116,5.3195,17.8344,0,327,112,-1.68536100,53.82725100,0,5.45127,11,0,-255,0,0,0,0,0,0,0,0
752,85,116,5.3256,18.8496,0,343,112.4,-1.68541600,53.82720600,0,5.29068,11,0,-255,0,0,0,0,0,0,0,0
753,84,116,5.3308,18.5616,0,337,112.6,-1.68546400,53.82716800,0,5.30492,11,0,-255,0,0,0,0,0,0,0,0
754,85,116,5.3359,19.3536,0,348,113,-1.68550900,53.82713100,0,5.23817,11,0,-255,0,0,0,0,0,0,0,0
755,88,116,5.3404,18.9576,0,343,113.2,-1.68555000,53.82710000,0,4.81305,11,0,-255,0,0,0,0,0,0,0,0
756,89,116,5.346,19.0728,0,339,113.6,-1.68560200,53.82706000,0,5.02734,11,0,-255,0,0,0,0,0,0,0,0
757,90,116,5.3524,19.2744,0,339,114,-1.68566200,53.82701300,0,5.23567,11,0,-255,0,0,0,0,0,0,0,0
758,90,116,5.357,18.8856,0,344,114.2,-1.68570600,53.82698100,0,5.30682,11,0,-255,0,0,0,0,0,0,0,0
759,85,116,5.3627,19.3104,0,345,114.6,-1.68576000,53.82694300,0,5.50857,11,0,-255,0,0,0,0,0,0,0,0
760,86,116,5.369,20.664,0,357,114.8,-1.68582200,53.82689900,0,5.42603,11,0,-255,0,0,0,0,0,0,0,0
761,86,116,5.3756,21.3696,0,364,115,-1.68589000,53.82685600,0,5.36542,11,0,-255,0,0,0,0,0,0,0,0
762,86,116,5.3815,20.9736,0,367,115.2,-1.68595000,53.82681700,0,5.04867,11,0,-255,0,0,0,0,0,0,0,0
763,86,116,5.3874,21.8304,0,365,115.4,-1.68600900,53.82677600,0,5.00304,11,0,-255,0,0,0,0,0,0,0,0
764,86,116,5.3924,21.384,0,355,115.8,-1.68605900,53.82674300,0,5.01872,11,0,-255,0,0,0,0,0,0,0,0
765,85,116,5.3991,21.672,0,358,116,-1.68612900,53.82669800,0,4.87279,11,0,-255,0,0,0,0,0,0,0,0
766,85,116,5.4042,20.5416,0,365,116.2,-1.68618500,53.82666900,0,4.55066,11,0,-255,0,0,0,0,0,0,0,0
767,85,116,5.4103,20.6712,0,362,116.6,-1.68625700,53.82663500,0,4.5814,11,0,-255,0,0,0,0,0,0,0,0
768,85,116,5.4162,20.7432,0,357,116.8,-1.68632700,53.82660100,0,4.4856,11,0,-255,0,0,0,0,0,0,0,0
769,84,116,5.422,21.3264,0,341,117.2,-1.68639900,53.82657100,0,4.4735,11,0,-255,0,0,0,0,0,0,0,0
770,84,116,5.4283,21.0168,0,329,117.6,-1.68648000,53.82654000,0,4.79096,11,0,-255,0,0,0,0,0,0,0,0
771,83,116,5.4343,21.6504,0,347,118,-1.68655800,53.82651200,0,5.15459,11,0,-255,0,0,0,0,0,0,0,0
772,83,116,5.4401,21.4992,0,360,118.4,-1.68663600,53.82648900,0,5.50527,11,0,-255,0,0,0,0,0,0,0,0
773,82,116,5.4461,21.5568,0,362,119,-1.68671900,53.82646500,0,6.16628,11,0,-255,0,0,0,0,0,0,0,0
774,81,116,5.4526,22.0392,0,360,119.6,-1.68680600,53.82643900,0,6.28936,11,0,-255,0,0,0,0,0,0,0,0
775,81,116,5.4574,20.9232,0,355,120,-1.68686800,53.82641500,0,6.82419,11,0,-255,0,0,0,0,0,0,0,0
776,80,116,5.4632,20.8584,0,357,120.2,-1.68694100,53.82638500,0,6.77686,11,0,-255,0,0,0,0,0,0,0,0
777,81,116,5.4689,20.7288,0,360,120.4,-1.68701100,53.82635700,0,6.472,11,0,-255,0,0,0,0,0,0,0,0
778,81,116,5.4749,20.7216,0,360,120.6,-1.68708400,53.82632300,0,6.46635,11,0,-255,0,0,0,0,0,0,0,0
779,81,116,5.4813,20.6352,0,353,120.8,-1.68716600,53.82629400,0,6.08919,11,0,-255,0,0,0,0,0,0,0,0
780,80,116,5.4861,20.6352,0,346,121,-1.68722800,53.82627100,0,5.87094,11,0,-255,0,0,0,0,0,0,0,0
781,81,116,5.4917,20.4912,0,340,121,-1.68730000,53.82624400,0,5.20427,11,0,-255,0,0,0,0,0,0,0,0
782,81,116,5.4974,20.4912,0,347,121.4,-1.68737200,53.82621700,0,5.21637,11,0,-255,0,0,0,0,0,0,0,0
783,82,116,5.5028,20.1096,0,344,121.6,-1.68744100,53.82618900,0,4.58674,11,0,-255,0,0,0,0,0,0,0,0
784,82,116,5.5087,19.7568,0,342,122.2,-1.68751100,53.82615400,0,4.68061,11,0,-255,0,0,0,0,0,0,0,0
785,83,116,5.5152,20.9952,0,339,122.6,-1.68758700,53.82611800,0,4.46266,11,0,-255,0,0,0,0,0,0,0,0
786,84,116,5.5209,21.06,0,323,122.8,-1.68765200,53.82608600,0,4.46871,11,0,-255,0,0,0,0,0,0,0,0
787,85,116,5.5258,20.4984,0,323,123,-1.68770600,53.82605500,0,4.526,11,0,-255,0,0,0,0,0,0,0,0
788,86,116,5.5319,20.9088,0,326,123.4,-1.68777000,53.82601700,0,4.8484,11,0,-255,0,0,0,0,0,0,0,0
789,86,116,5.5379,21.024,0,331,123.6,-1.68783400,53.82597700,0,4.86924,11,0,-255,0,0,0,0,0,0,0,0
790,87,116,5.5437,20.52,0,347,123.8,-1.68789700,53.82594000,0,4.7974,11,0,-255,0,0,0,0,0,0,0,0
791,88,116,5.5501,21.0024,0,376,124,-1.68796400,53.82589800,0,5.1099,11,0,-255,0,0,0,0,0,0,0,0
792,87,116,5.5562,21.888,0,370,124.2,-1.68802800,53.82585900,0,4.73601,11,0,-255,0,0,0,0,0,0,0,0
793,86,116,5.5623,21.9024,0,355,124.6,-1.68808700,53.82581800,0,5.02138,11,0,-255,0,0,0,0,0,0,0,0
794,85,116,5.5686,22.0896,0,344,124.8,-1.68815000,53.82577500,0,4.32189,11,0,-255,0,0,0,0,0,0,0,0
795,86,116,5.5753,22.7448,0,371,125,-1.68821600,53.82572800,0,4.00501,11,0,-255,0,0,0,0,0,0,0,0
796,85,116,5.5803,21.7512,0,356,125.2,-1.68826700,53.82569500,0,4.05414,11,0,-255,0,0,0,0,0,0,0,0
797,86,116,5.5862,21.6,0,343,125.6,-1.68832900,53.82565500,0,4.32394,11,0,-255,0,0,0,0,0,0,0,0
798,86,116,5.5925,21.7296,0,336,125.8,-1.68839700,53.82561800,0,3.98566,11,0,-255,0,0,0,0,0,0,0,0
799,87,116,5.5994,22.1472,0,328,126.2,-1.68847000,53.82557200,0,4.23204,11,0,-255,0,0,0,0,0,0,0,0
800,86,116,5.6045,20.9952,0,337,126.6,-1.68852400,53.82554000,0,4.67152,11,0,-255,0,0,0,0,0,0,0,0
801,85,116,5.6106,21.816,0,348,126.8,-1.68858800,53.82550100,0,4.68689,11,0,-255,0,0,0,0,0,0,0,0
802,83,116,5.6167,21.96,0,379,127.2,-1.68865000,53.82545800,0,5.01476,11,0,-255,0,0,0,0,0,0,0,0
803,78,116,5.6224,21.5424,0,361,127.6,-1.68870800,53.82542100,0,5.06078,11,0,-255,0,0,0,0,0,0,0,0
804,69,116,5.6276,20.3616,0,340,128,-1.68876500,53.82538800,0,5.51255,11,0,-255,0,0,0,0,0,0,0,0
805,68,116,5.633,20.5344,0,361,128.2,-1.68882300,53.82535400,0,5.58441,11,0,-255,0,0,0,0,0,0,0,0
806,67,116,5.6385,20.1096,0,405,128.6,-1.68888200,53.82531900,0,5.91169,11,0,-255,0,0,0,0,0,0,0,0
807,66,116,5.6439,19.5912,0,397,129,-1.68893500,53.82528100,0,5.97446,11,0,-255,0,0,0,0,0,0,0,0
808,65,116,5.6493,19.3968,0,393,129.4,-1.68898700,53.82524400,0,6.39774,11,0,-255,0,0,0,0,0,0,0,0
809,64,116,5.6542,19.1232,0,395,130,-1.68903700,53.82521300,0,7.04252,11,0,-255,0,0,0,0,0,0,0,0
810,63,116,5.659,18.7344,0,393,130.4,-1.68909200,53.82518400,0,7.09154,11,0,-255,0,0,0,0,0,0,0,0
811,62,116,5.664,18.36,0,392,130.6,-1.68914800,53.82515500,0,7.16367,11,0,-255,0,0,0,0,0,0,0,0
812,62,116,5.6697,18.5472,0,390,131,-1.68920700,53.82511800,0,7.20969,11,0,-255,0,0,0,0,0,0,0,0
813,61,116,5.6744,18.0432,0,380,131.4,-1.68925100,53.82508400,0,7.359,11,0,-255,0,0,0,0,0,0,0,0
814,61,116,5.6786,17.5608,0,381,131.8,-1.68929200,53.82505600,0,7.54215,11,0,-255,0,0,0,0,0,0,0,0
815,60,115,5.6833,17.5176,0,384,132,-1.68933800,53.82502200,0,7.59731,11,0,-255,0,0,0,0,0,0,0,0
816,60,115,5.6881,17.3232,0,386,132.4,-1.68938600,53.82498800,0,7.70337,11,0,-255,0,0,0,0,0,0,0,0
817,61,115,5.693,16.7616,0,379,133,-1.68943600,53.82495700,0,8.18712,11,0,-255,0,0,0,0,0,0,0,0
818,61,115,5.6984,17.28,0,362,133.2,-1.68949300,53.82492400,0,7.81675,11,0,-255,0,0,0,0,0,0,0,0
819,62,115,5.703,17.5464,0,359,133.4,-1.68954300,53.82489300,0,7.02704,11,0,-255,0,0,0,0,0,0,0,0
820,63,115,5.7074,17.2944,0,359,133.6,-1.68958900,53.82486500,0,6.64825,11,0,-255,0,0,0,0,0,0,0,0
821,63,115,5.7133,18.1152,0,352,133.8,-1.68965100,53.82482800,0,6.58724,11,0,-255,0,0,0,0,0,0,0,0
